AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_EGD_339","EGD",339,"Janet","Crooks","Janet","Crooks",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Widowed",,,"Indweller_in_Tranent","SMD","05_15_01_11:06:51","jhm","11_05_02_09:27:55"
"A_EGD_34","EGD",34,"Christiane","Roiss","Christine","Ross","Malcomson",,,"Female",,0,0,"Canorth","P_ST_1495","Tain","Ross",,"NH",779,820,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:27:41"
"A_EGD_340","EGD",340,"Janet","Tucidie","Janet","Tucidie",,,,"Female",,0,0,,"P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:30:55"
"A_EGD_341","EGD",341,"Janet","Watson","Janet","Watson",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,,,,"Indweller_in_tranent","SMD","05_15_01_11:06:51","jhm","11_05_02_09:31:31"
"A_EGD_342","EGD",342,"Helen","Simbeard","Helen","Simbeard",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:32:18"
"A_EGD_343","EGD",343,"Anna","Naismith","Anne","Naesmith",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:37:35"
"A_EGD_344","EGD",344,"Barbara","Erskyne","Barbara","Erskine",,,,"Female",,0,0,"Cambus","P_ST_443","Stirling","Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:37:54"
"A_EGD_346","EGD",346,"James","Kirk","James","Kirk",,,,"Male",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:39:57"
"A_EGD_347","EGD",347,"Marioun","Yool","Marion","Yule",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:41:46"
"A_EGD_348","EGD",348,"Elspeth","Mowat","Elizabeth","Mowat",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:43:42"
"A_EGD_349","EGD",349,"Jonet","Hewat","Janet","Hewat",,,,"Female",32,1,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"Met_the_devil_about_7_years_before_25+7=32.","SMD","05_15_01_11:06:51","jhm","11_05_02_09:48:58"
"A_EGD_35","EGD",35,"Marion_Neyne","McAlester","Marion","MacAlaster","Laskie_Loncart",,,"Female",,0,0,,"P_ST_1495","Tain","Ross",,"NH",779,820,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:47:27"
"A_EGD_350","EGD",350,"Janet","Allane","Janet","Alan",,,,"Female",,0,0,"Holyrood","P_ST_654","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:55:53"
"A_EGD_352","EGD",352,"Jean","Brown","Jean","Brown",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:56:22"
"A_EGD_353","EGD",353,"Bessie","Moffat","Elizabeth","Moffat",,,,"Female",,0,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,"Married","Middling",,"Recorded_as_an_indweller_in_Dalkeith.","SMD","05_15_01_11:06:51","jhm","11_13_02_14:10:13"
"A_EGD_354","EGD",354,"Jonet","Watsone","Janet","Watson",,,,"Female",,0,0,,"P_JO_3540","Dalkeith","Edinburgh",,,,,,,"Middling",,"Recorded_as_an_indweller_in_Dalkeith","SMD","05_15_01_11:06:51","jhm","11_05_02_13:58:58"
"A_EGD_355","EGD",355,"Jean","Howison","Jean","Howieson",,,,"Female",,0,0,"Sheriffhall","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_14:04:24"
"A_EGD_357","EGD",357,"Janet","Daill","Janet","Dalyell",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_14:07:54"
"A_EGD_358","EGD",358,"Thomas","Wilson","Thomas","Wilson",,,,"Male",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_14:11:17"
"A_EGD_359","EGD",359,"Janet","Daill",,,,,,"Female",39,1,0,"Musselburgh","P_ST_967","Dalkeith","Edinburgh",,,,,,"Married","Lower",,"Reputation_of_14_years;_husband_was_a_collier","SMD","05_15_01_11:06:51","jhm","11_13_02_14:07:23"
"A_EGD_36","EGD",36,"William","McGillievray","William","MacGillivray",,,,"Male",,0,0,"Dane",,,"Ross",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","12_06_02_12:28:44"
"A_EGD_360","EGD",360,"Agnes","Loch","Agnes","Loch",,,,"Female",60,0,0,"Sunniesyd","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Married",,,"JC26_27_1_item_10,_says_she_was_34_years_old.","SMD","05_15_01_11:06:51","jhm","11_05_02_14:19:41"
"A_EGD_361","EGD",361,"David","Johnston","David","Johnston",,,,"Male",36,1,0,,"P_ST_1299","Dalkeith","Edinburgh",,,,,,,"Lower","Collier","Confessed_to_making_a_pact_with_the_Devil_13_years_before,_and_said_he_was_carrying_coal_to_Edinburgh_when_he_met_the_Devil.","SMD","05_15_01_11:06:51","jhm","11_05_02_14:23:16"
"A_EGD_362","EGD",362,"Janet","Lyle","Janet","Lyle",,,,"Female",60,0,0,"Edmestoun","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Widowed",,,"Reputation_for_one_year,__pre-trial_notes_gave_her_age.","SMD","05_15_01_11:06:51","LEM","12_06_02_14:47:31"
"A_EGD_363","EGD",363,"Margaret","Rammage","Margaret","Ramage",,,,"Female",,0,0,"Edmestoun","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_14:42:08"
"A_EGD_366","EGD",366,"Janet","Paistoun","Janet","Peaston",,,,"Female",,0,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_13_02_14:10:25"
"A_EGD_367","EGD",367,"Marion","Greinlaw","Marion","Greenlaw",,,,"Female",,0,0,"Sunniesyd","P_ST_1299","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_14:56:47"
"A_EGD_369","EGD",369,"Elspet","Graham","Elizabeth","Graham",,,,"Female",,0,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_13_02_14:10:39"
"A_EGD_370","EGD",370,"Issobell","Fergussone","Isobel","Ferguson",,,,"Female",29,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,"Reputation_for_40_years,_but_JC26_27_9_said_she_was_71_years_old.__Used_to_live_at_the_stemare_in_Liberton_Parish,_but_I_think_she_moved_to_Dalkeith.","SMD","05_15_01_11:06:51","jhm","11_05_02_15:10:22"
"A_EGD_371","EGD",371,"Marjory","Wilson","Marjory","Wilson",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:16:11"
"A_EGD_372","EGD",372,"Christiane","Wilsone","Christine","Wilson","the_Lanthern",,,"Female",,0,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_13_02_14:11:08"
"A_EGD_373","EGD",373,"Christian","Patersone","Christine","Paterson",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:30:12"
"A_EGD_374","EGD",374,"Beatrix","Leslie","Beatrice","Leslie",,,,"Female",84,0,0,"Blackcoat","P_ST_1274","Dalkeith","Edinburgh",,,,,,"Married","Lower","Midwife","She_was_described_as_having_left_her_'pock'_in_the_house_of_a_family_that_appear_to_have_been_colliers,_and_then_angrily_retrieved_it.__This_could_mean_she_was_storing_something,_or_that_she_was_a_beggar?","SMD","05_15_01_11:06:51","jhm","11_13_02_13:57:57"
"A_EGD_375","EGD",375,"Agnes","Pogavie","Agnes","Pogavie",,,,"Female",36,1,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"Joined_Devil_11_years_before,_25+11=36.","SMD","05_15_01_11:06:51","jhm","11_05_02_15:40:25"
"A_EGD_376","EGD",376,"Bessie","Wilson","Elizabeth","Wilson",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:42:19"
"A_EGD_377","EGD",377,"Elspett","Blackie","Elizabeth","Black",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:45:35"
"A_EGD_378","EGD",378,"Thomas","Black","Thomas","Black",,,,"Male",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:47:20"
"A_EGD_379","EGD",379,"Margaret","Bryson","Margaret","Bryson",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_11:59:54"
"A_EGD_38","EGD",38,"Agnes","Roy","Agnes","Roy",,,,"Female",,0,0,,"P_ST_1286","Tain","Sutherland",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_11:49:52"
"A_EGD_380","EGD",380,"Jonnet","Gibesone","Janet","Gibson",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,"Middling",,,"SMD","05_15_01_11:06:51","LEM","11_07_02_16:20:37"
"A_EGD_381","EGD",381,"Issobell","Dodis","Isobel","Dodds",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,"Larner_had_her_from_Liberton_Duddingston._Others_accused_associated_with_her_were_from_Liberton_so_it_is_likely_she_was_from_there_as_well.","SMD","05_15_01_11:06:51","jhm","11_06_02_14:14:17"
"A_EGD_384","EGD",384,"Marjorie","Fairwell","Marjory","Fairwell",,,,"Female",,0,0,,"P_ST_773","Edinburgh","Edinburgh",,,,,,"Married","Lower",,,"SMD","05_15_01_11:06:51","jhm","11_13_02_12:21:13"
"A_EGD_385","EGD",385,"Issobel","Broun","Isobel","Brown",,,,"Female",,0,0,"East_Duddingston","P_ST_773","Edinburgh","Edinburgh",,,,,,"Married","Middling",,"Husband_was_tailor","SMD","05_15_01_11:06:51","LEM","12_06_02_12:26:23"
"A_EGD_386","EGD",386,"Issobell","Robiesone","Isobel","Robeson",,,,"Female",,0,0,,"P_ST_773","Edinburgh","Edinburgh",,,,,,"Widowed",,,"May_have_been_from_Duddingston_as_witnesses_to_confession_included_the_minister._Also_recorded_as_Robertson,_and_may_be_related_to_Jonet_Robeson_(c_egd_531)","SMD","05_15_01_11:06:51","jhm","11_06_02_12:38:12"
"A_EGD_387","EGD",387,"Jonet","Ker","Janet","Ker",,,,"Female",,0,0,"Wester_Duddingston","P_ST_773","Edinburgh","Edinburgh",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:09:22"
"A_EGD_389","EGD",389,"Jonet","Miller","Janet","Miller",,,,"Female",30,1,0,"Auld_Liston","P_ST_1081","Linlithgow","Linlithgow",,,,,,,,,"Accused_of_having_caused_harm_26_years_before_(25+26=51)._Also_meeting_with_the_devil_5_years_before._Recorded_as_having_been_named_as_witch_in_1650.","SMD","05_15_01_11:06:51","jhm","11_06_02_12:50:28"
"A_EGD_39","EGD",39,"Thomas_McKane_More_McAllane","McEuoch","Thomas","MacEwan","Cassindonisch",,,"Male",,0,0,,,,"Ross",,,,,,,,,"Name_recorded_a_number_of_different_ways._Thomas_McAnemoir_McAllan_McHenrik._Peter_Maxwell_Stuart_had_him_as_McKane.","SMD","05_15_01_11:06:51","jhm","11_07_02_12:22:14"
"A_EGD_390","EGD",390,"Margaret","Hutchison","Margaret","Hutchison",,,,"Female",65,1,0,,"P_ST_773","Edinburgh","Edinburgh",,,,,,"Married","Middling",,"Reputation_for_40_years_(40+25=65).__Lots_of_people_testified_to_her_reputation_for_witchcraft.__Husband_was_a_reader.","SMD","05_15_01_11:06:51","jhm","11_06_02_12:57:01"
"A_EGD_391","EGD",391,"Isobel","Ramsay","Isobel","Ramsay",,,,"Female",,0,0,"Wester_Duddingston","P_ST_773","Edinburgh","Edinburgh",,,,,,"Married",,,"Devil_appeared_as_her_husband.__She_seems_to_have_travelled_a_lot_to_and_from_Edinburgh.__Daughter_testified_against_her.","SMD","05_15_01_11:06:51","jhm","11_06_02_13:59:13"
"A_EGD_393","EGD",393,"Bessie","Flinker","Elizabeth","Flinker",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,"Larner_had_her_from_Liberton_Duddingston._Others_involved_came_from_Liberton_so_she_was_probably_from_there_as_well.","SMD","05_15_01_11:06:51","LEM","12_05_02_12:55:19"
"A_EGD_395","EGD",395,"Janet","Blackie","Janet","Black",,,,"Female",,0,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_13_02_14:11:38"
"A_EGD_396","EGD",396,"Margaret","Grieve","Margaret","Grieve",,,,"Female",47,1,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"Confessed_to_being_with_the_Devil_for_22_years,_25+22=47.","SMD","05_15_01_11:06:51","jhm","11_06_02_14:17:28"
"A_EGD_397","EGD",397,"Margaret","Porteous","Margaret","Porteous",,,,"Female",,0,0,,,,"Edinburgh",,,,,,"Widowed",,,"Possibly_from_Gilmerton_or_Liberton.","SMD","05_15_01_11:06:51","jhm","11_06_02_14:29:15"
"A_EGD_398","EGD",398,"Janet","Cock","Janet","Cock",,,,"Female",49,1,0,"Dalkeith","P_JO_3540","Dalkeith","Edinburgh",,,,,,"Married",,,"Reputation_for_24_years_(24+25=49).__The_first_trial_was_all_about_disputes,_the_second_trial_has_more_information_about_healing,_but_still_mostly_disputes.","SMD","05_15_01_11:06:51","jhm","11_13_02_14:12:00"
"A_EGD_4","EGD",4,"Janet","Bowis","Janet","Bowsie",,,,"Female",,0,0,,,,"Lanark",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_03_02_12:42:42"
"A_EGD_40","EGD",40,"Christian","Smyth","Christine","Smith",,,,"Female",,0,0,,,,"Ross",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_12:31:51"
"A_EGD_400","EGD",400,"Margaret","Allan","Margaret","Alan",,,,"Female",,0,0,"Newhall","P_ST_574","Linlithgow","Linlithgow",,,,,,"Married",,,"She_seems_to_have_worked_for_the_laird_of_Newhall_and_stayed_in_his_house,_but_one_item_in_the_draft_dittay_describes_someone_buying_land_possessed_by_her_husband.__Unclear_socio-econ_status.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:02:13"
"A_EGD_401","EGD",401,"Effie","Pothif","Euphemia","Pothif",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:23:27"
"A_EGD_402","EGD",402,"Wife_of_Robert","Wir",,"Weir",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:25:25"
"A_EGD_404","EGD",404,"Jonet","Ewart",,,,,,"Female",,0,0,"Goodtrees","P_ST_1136",,"Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","11_07_02_16:09:13"
"A_EGD_405","EGD",405,"Janet","Coldane","Janet","Colden",,,,"Female",,0,0,,"P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:31:31"
"A_EGD_406","EGD",406,"Jeane","Gaylor","Jean","Gyllor",,,,"Female",,0,0,,"P_ST_654","Edinburgh","Edinburgh",,,,,,"Widowed","Middling",,"Her_husband_was_a_dagmaker_-_maker_of_guns.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:34:27"
"A_EGD_407","EGD",407,"Helen","Mathie","Helen","Mathie",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,"Larner_had_her_from_Liberton_Duddingston.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:36:23"
"A_EGD_409","EGD",409,"Jeane","Mathie","Jean","Mathie",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,"Larner_had_her_from_Liberton_Duddingston.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:37:56"
"A_EGD_41","EGD",41,"Violet","Auchinlek","Violet","Affleck",,,,"Female",,0,0,"Crechie","P_ST_690","Dornoch","Aberdeen",,,,,,"Married","Lairds_Baron",,"The_prolocutors_in_defence_were_earls_and_lords.","SMD","05_15_01_11:06:51","jhm","11_07_02_14:14:06"
"A_EGD_411","EGD",411,"Helen","Spears","Helen","Speirs",,,,"Female",,0,0,,,,"Edinburgh",,,,,,,,,"Larner_queried_that_she_was_from_Gilmerton.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:39:24"
"A_EGD_412","EGD",412,"Janet","Robison","Janet","Robeson",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:40:02"
"A_EGD_414","EGD",414,"Elspeth","Chib","Elizabeth","Chib",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:44:59"
"A_EGD_415","EGD",415,"Agnes","Brown","Agnes","Brown",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,"Married",,,"Also_recorded_as_Bowie.","SMD","05_15_01_11:06:51","jhm","11_06_02_15:46:12"
"A_EGD_416","EGD",416,"Cristine","Bell","Christine","Bell",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"Also_recorded_as_Christian","SMD","05_15_01_11:06:51","jhm","11_06_02_15:47:24"
"A_EGD_417","EGD",417,"Bessie","Nicoson","Elizabeth","Nicolson",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:48:27"
"A_EGD_419","EGD",419,"Margaret","Waldon","Margaret","Walden",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:53:01"
"A_EGD_42","EGD",42,"Janet","Clark","Janet","Clark","Spalding",,,"Female",,0,0,"Blalach","P_ST_679","Chanonry","Aberdeen",,"NH",790,670,,"Married",,,"The_entry_in_JC26_2_index_says_Cromar","SMD","05_15_01_11:06:51","jhm","11_07_02_14:39:35"
"A_EGD_420","EGD",420,"Marin","Coran","Marion","Coran",,,,"Female",,0,0,,"P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:54:10"
"A_EGD_421","EGD",421,"Agnes","Bowie","Agnes","Bowie",,,,"Female",,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"This_name_was_recorded_as_Cowie_but_it_is_Bowie","SMD","05_15_01_11:06:51","jhm","11_06_02_15:54:43"
"A_EGD_423","EGD",423,"Agnes","Williamsone","Agnes","Williamson",,,,"Female",31,1,0,"Sammuelston","P_JO_3539","Haddington","Haddington",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_07_02_12:08:35"
"A_EGD_424","EGD",424,"James","Welch","James","Welch",,,,"Male",15,0,0,"Sammuelston","P_JO_3539","Haddington","Haddington",,,,,,,"Very_Poor",,"Described_as_a_poor_begging_boy.__He_was_a_minor_so_couldn't_be_tried.__I_estimate_his_age_at_15_on_the_assumption_that_16_was_when_minor_status_ended.","SMD","05_15_01_11:06:51","jhm","11_07_02_09:11:51"
"A_EGD_425","EGD",425,"Margaret","Wilsone","Margaret","Wilson",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:15:33"
"A_EGD_426","EGD",426,"Bessie","Wilson","Elizabeth","Wilson",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:16:05"
"A_EGD_427","EGD",427,"Bessie","Friece","Elizabeth","Friece",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:17:02"
"A_EGD_428","EGD",428,"Issobel","Friece","Isobel","Friece",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:17:42"
"A_EGD_429","EGD",429,"Elspeth","Makhomie","Elizabeth","MacHolm",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_12:59:06"
"A_EGD_43","EGD",43,"Bessie","Roy","Elizabeth","Roy",,,,"Female",,0,0,"Fetterneir","P_ST_835","Garioch","Aberdeen",,,,,,,"Lower","Nurse","Nurse_to_the_Laird_of_Boquhane,_is_this_a_wet_nurse?__She_was_picking_lint_with_other_women.__She_had_been_living_with_a_man_for_12_years,_he_was_perhaps_her_common_law_husband.__She_was_a_servant_to_Leslie_and_Achinleck_who_consulted_her_for_witchcraft.","SMD","05_15_01_11:06:51","jhm","11_07_02_15:01:21"
"A_EGD_430","EGD",430,"Mariorie","Man","Marjory","Man",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_14:23:46"
"A_EGD_431","EGD",431,"Archibald","Man","Archibald","Man",,,,"Male",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:22:09"
"A_EGD_432","EGD",432,"Bessie","Hay","Elizabeth","Hay",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:22:35"
"A_EGD_433","EGD",433,"Mariorie","Taylor","Marjory","Taylor",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:23:27"
"A_EGD_434","EGD",434,"Elspet","Nishie","Elizabeth","Nishie",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,"Married",,,"A_lot_of_family_connections_here.","SMD","05_15_01_11:06:51","jhm","11_07_02_10:24:25"
"A_EGD_435","EGD",435,"Elspeth","Makbeith","Elizabeth","MacBeth",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:25:14"
"A_EGD_436","EGD",436,"Janet","Burnet","Janet","Burnet",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:25:53"
"A_EGD_437","EGD",437,"Barbara","Friece","Barbara","Friece",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:26:20"
"A_EGD_438","EGD",438,"Margaret","Brodie","Margaret","Brodie",,,,"Female",,0,0,,"P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:27:06"
"A_EGD_439","EGD",439,"Agnes","Grant","Agnes","Grant",,,,"Female",,0,0,,"P_ST_815","Elgin","Nairn","Elgin",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:34:21"
"A_EGD_44","EGD",44,"Marion","Bruce","Marion","Bruce",,,,"Female",,0,0,,"P_ST_490","Nairn","Aberdeen",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_15:19:54"
"A_EGD_440","EGD",440,"Walter","Ledy","Walter","Leddy",,,,"Male",,0,0,"Penick","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:36:17"
"A_EGD_441","EGD",441,"Margaret","Hucheons","Margaret","Hutcheon",,,,"Female",,0,0,"Penick","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:37:35"
"A_EGD_442","EGD",442,"Bessie","Hutcheons","Elizabeth","Hutcheon",,,,"Female",,0,0,"Penick","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:38:04"
"A_EGD_443","EGD",443,"Elspet","Falconer","Elizabeth","Falconer",,,,"Female",,0,0,"Penick","P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:38:52"
"A_EGD_444","EGD",444,"Bessie","Young","Elizabeth","Young",,,,"Female",,0,0,"Lochloy","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:42:25"
"A_EGD_445","EGD",445,"Issobel","Nicoll","Isobel","Nicol",,,,"Female",,0,0,"Lochloy","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:42:51"
"A_EGD_446","EGD",446,"Alexander","Bell","Alexander","Bell",,,,"Male",,0,0,"Drumdewin","P_ST_490","Nairn","Nairn",,,,,,,,,"Said_he_was_a_'charmer'.","SMD","05_15_01_11:06:51","jhm","11_07_02_10:43:52"
"A_EGD_447","EGD",447,"Bessie","Peterkin","Elizabeth","Peterkin",,,,"Female",,0,0,"Torrich","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:44:45"
"A_EGD_448","EGD",448,"Janet","Smith","Janet","Smith",,,,"Female",,0,0,"Arry","P_ST_490","Nairn","Nairn",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:45:13"
"A_EGD_449","EGD",449,"Agnes","Brodie","Agnes","Brodie",,,,"Female",,0,0,"Leathen","P_ST_490","Nairn","Nairn",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_11:21:15"
"A_EGD_45","EGD",45,"Jonet","Grant","Janet","Grant","Gradoch",,,"Female",,0,0,"Colquhatstane",,,"Aberdeen",,,,,,"Married",,,"Mentioned_as_being_from_Cromar_?Cromarty.__Within_the_parish_of_coucht_(?).__Parish_is_definitely_called_Cromar.","SMD","05_15_01_11:06:51","LEM","11_07_02_15:24:24"
